trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1270,False,"{'a': 0.001, 'e': 0.29628087292531874}",35,9,-9.995458202013218,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 0}",1
1271,False,"{'a': 0.001, 'e': 0.2953256240884933}",25,5,11.268343894676093,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1272,False,"{'a': 0.001, 'e': 0.29437007992606856}",25,11,-44.81776108617511,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1273,False,"{'a': 0.001, 'e': 0.29341424139358824}",20,8,-0.6074496215838932,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1274,False,"{'a': 0.001, 'e': 0.29245810944689116}",20,12,6.397254358310059,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.001, 'e': 0.2915016850421088}",35,25,17.30808443316684,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.001, 'e': 0.29054496913566596}",30,17,14.438991296878243,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.001, 'e': 0.28958796268427794}",30,0,28.98097980106241,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1278,False,"{'a': 0.001, 'e': 0.2886306666449516}",35,26,17.23518313618456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1279,False,"{'a': 0.001, 'e': 0.2876730819749824}",25,9,29.738434916911448,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.001, 'e': 0.2867152096319555}",30,13,11.477455425184994,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1281,False,"{'a': 0.001, 'e': 0.2857570505737428}",25,20,12.14496401171855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.001, 'e': 0.28479860575850313}",25,19,12.254043423238029,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.001, 'e': 0.28383987614468165}",20,0,-25.696496172034614,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1284,False,"{'a': 0.001, 'e': 0.2828808626910075}",20,12,16.437394695130664,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.001, 'e': 0.2819215663564944}",25,13,9.447865091343914,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1286,False,"{'a': 0.001, 'e': 0.28096198810043826}",25,0,25.875603822856096,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1287,False,"{'a': 0.001, 'e': 0.2800021288824176}",20,12,5.788080378186206,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1288,False,"{'a': 0.001, 'e': 0.2790419896622912}",20,1,-35.416272013931874,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
1289,False,"{'a': 0.001, 'e': 0.2780815714001986}",20,3,19.252785167849247,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1290,False,"{'a': 0.001, 'e': 0.2771208750565576}",20,12,16.409770132220643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.001, 'e': 0.2761599015920648}",25,19,11.830377417099779,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.001, 'e': 0.2751986519676933}",25,15,8.826139402724891,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1293,False,"{'a': 0.001, 'e': 0.27423712714469284}",20,14,4.5121970187523,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.001, 'e': 0.273275328084588}",20,11,15.687654164399444,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1295,False,"{'a': 0.001, 'e': 0.272313255749178}",25,18,13.039821552461023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.001, 'e': 0.2713509111005347}",20,4,5.546296531933589,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1297,False,"{'a': 0.001, 'e': 0.27038829510100315}",25,16,9.095964614317117,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1298,False,"{'a': 0.001, 'e': 0.26942540871319887}",20,10,16.187938574894886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.001, 'e': 0.26846225290000847}",20,16,7.393198345614433,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.001, 'e': 0.26749882862458735}",30,23,16.206821192569226,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1301,False,"{'a': 0.001, 'e': 0.2665351368503601}",20,9,5.592006785404416,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1302,False,"{'a': 0.001, 'e': 0.265571178541018}",25,17,-25.240960692286002,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1303,False,"{'a': 0.001, 'e': 0.26460695466051976}",20,9,12.39487603015624,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1304,False,"{'a': 0.001, 'e': 0.2636424661730887}",20,2,-24.34362988003864,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 0}",1
1305,False,"{'a': 0.001, 'e': 0.26267771404321355}",25,20,8.855334140912138,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.001, 'e': 0.2617126992356461}",20,8,19.869747691965273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.001, 'e': 0.26074742271540147}",30,13,20.247761089861445,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1308,False,"{'a': 0.001, 'e': 0.25978188544775555}",25,13,1.4659359403340766,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1309,False,"{'a': 0.001, 'e': 0.2588160883982461}",20,8,19.524282470850167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.001, 'e': 0.2578500325326696}",25,13,2.6779670149620323,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1311,False,"{'a': 0.001, 'e': 0.2568837188170823}",20,6,-3.4213712562582557,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1312,False,"{'a': 0.001, 'e': 0.2559171482177973}",20,12,-8.295536035827398,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1313,False,"{'a': 0.001, 'e': 0.2549503217013857}",30,12,8.594840090828928,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1314,False,"{'a': 0.001, 'e': 0.2539832402346734}",20,16,6.556716972708959,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.001, 'e': 0.25301590478474223}",25,13,-6.92381645928464,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1316,False,"{'a': 0.001, 'e': 0.25204831631892716}",25,15,17.657600015635836,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1317,False,"{'a': 0.001, 'e': 0.25108047580481696}",25,7,-26.945747443235597,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1318,False,"{'a': 0.001, 'e': 0.2501123842102517}",25,11,26.570557627684742,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.001, 'e': 0.24914404250332328}",35,24,14.820153093135024,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.001, 'e': 0.2481754516523729}",25,8,0.7558872861028181,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1321,False,"{'a': 0.001, 'e': 0.24720661262599175}",20,5,17.80810200330885,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.001, 'e': 0.24623752639301838}",20,6,-17.419150380362304,"{0: 12, 1: 0, 2: 0, 3: 2, 4: 0}",1
1323,False,"{'a': 0.001, 'e': 0.24526819392253935}",35,19,7.922882020318962,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1324,False,"{'a': 0.001, 'e': 0.24429861618388662}",20,0,3.640789388949807,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1325,False,"{'a': 0.001, 'e': 0.24332879414663827}",25,10,23.80981933798097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.001, 'e': 0.24235872878061585}",30,15,28.262607086665092,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.001, 'e': 0.24138842105588507}",25,0,29.904583506149482,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1328,False,"{'a': 0.001, 'e': 0.2404178719427531}",35,26,8.688192228124814,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.001, 'e': 0.23944708241176946}",30,19,-53.84731624594082,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 1}",1
1330,False,"{'a': 0.001, 'e': 0.23847605343372313}",20,14,11.368379713100515,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.001, 'e': 0.23750478597964347}",35,11,20.526518338714357,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",1
1332,False,"{'a': 0.001, 'e': 0.2365332810207974}",20,0,25.055496888256187,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1333,False,"{'a': 0.001, 'e': 0.23556153952869024}",20,9,-1.7332717862877267,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
1334,False,"{'a': 0.001, 'e': 0.23458956247506296}",20,12,5.582418023588748,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1335,False,"{'a': 0.001, 'e': 0.233617350831893}",25,17,15.492261323232908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.001, 'e': 0.23264490557139142}",25,13,-7.864393612445611,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1337,False,"{'a': 0.001, 'e': 0.2316722276660039}",25,11,22.126512301848457,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.001, 'e': 0.2306993180884078}",20,4,15.279263261479691,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.001, 'e': 0.22972617781151303}",25,5,17.385962700985,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1340,False,"{'a': 0.001, 'e': 0.22875280780845939}",30,19,22.843230693699024,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.001, 'e': 0.22777920905261723}",25,17,-7.612137665228321,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1342,False,"{'a': 0.001, 'e': 0.22680538251758475}",35,24,12.133097468598658,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.001, 'e': 0.2258313291771889}",30,12,-1.5517989574783058,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1344,False,"{'a': 0.001, 'e': 0.22485705000548248}",20,14,10.751825742735342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.001, 'e': 0.22388254597674498}",20,6,19.590045708666253,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.001, 'e': 0.22290781806547996}",25,0,-28.18004662987599,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1347,False,"{'a': 0.001, 'e': 0.22193286724641567}",20,6,-1.8639328171695775,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1348,False,"{'a': 0.001, 'e': 0.22095769449450242}",20,14,11.931759515156678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.001, 'e': 0.2199823007849133}",35,19,-33.15059146129726,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
1350,False,"{'a': 0.001, 'e': 0.2190066870930415}",25,8,-55.82697877045171,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1351,False,"{'a': 0.001, 'e': 0.21803085439450107}",35,14,-5.6839496639846905,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1352,False,"{'a': 0.001, 'e': 0.2170548036651242}",20,0,16.914921944049393,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1353,False,"{'a': 0.001, 'e': 0.21607853588096199}",20,6,16.182668585017936,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1354,False,"{'a': 0.001, 'e': 0.21510205201828167}",20,7,-4.447632087335265,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1355,False,"{'a': 0.001, 'e': 0.21412535305356747}",25,11,-28.080653004791046,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1356,False,"{'a': 0.001, 'e': 0.21314843996351787}",20,14,10.064198493331078,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.001, 'e': 0.21217131372504627}",20,8,11.27193569118608,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1358,False,"{'a': 0.001, 'e': 0.2111939753152784}",20,14,11.07308621688732,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.001, 'e': 0.21021642571155302}",30,20,17.31137082233603,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.001, 'e': 0.20923866589141926}",20,13,6.419139321954251,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1361,False,"{'a': 0.001, 'e': 0.20826069683263726}",20,16,8.006571989407421,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.001, 'e': 0.20728251951317556}",20,10,-22.498387748767254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1363,False,"{'a': 0.001, 'e': 0.20630413491121183}",30,18,-2.395698023947938,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1364,False,"{'a': 0.001, 'e': 0.20532554400513015}",25,8,2.9813436215509186,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1365,False,"{'a': 0.001, 'e': 0.20434674777352183}",20,14,0.18128792445338782,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1366,False,"{'a': 0.001, 'e': 0.2033677471951825}",20,8,-2.9257697973399663,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1367,False,"{'a': 0.001, 'e': 0.20238854324911318}",20,7,29.12464800704579,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.001, 'e': 0.20140913691451723}",30,14,32.73966563619749,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.001, 'e': 0.2004295291708014}",20,12,-28.654339753533076,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1370,False,"{'a': 0.001, 'e': 0.19944972099757285}",20,0,13.748652458235467,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1371,False,"{'a': 0.001, 'e': 0.19846971337464017}",20,10,6.706456999184901,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1372,False,"{'a': 0.001, 'e': 0.19748950728201042}",20,16,7.073821873077027,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.001, 'e': 0.19650910369989008}",20,0,14.771104228417535,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1374,False,"{'a': 0.001, 'e': 0.19552850360868218}",25,18,12.496271182311443,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.001, 'e': 0.19454770798898718}",35,16,12.060895255113333,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1376,False,"{'a': 0.001, 'e': 0.1935667178216002}",25,8,30.66655040703319,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.001, 'e': 0.19258553408751175}",25,0,30.960367771395045,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1378,False,"{'a': 0.001, 'e': 0.19160415776790501}",20,12,-8.03187355688978,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1379,False,"{'a': 0.001, 'e': 0.19062258984415673}",25,13,10.082948525816304,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.001, 'e': 0.18964083129783424}",20,12,6.946760347962799,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.001, 'e': 0.1886588831106965}",25,5,-3.465051120940942,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1382,False,"{'a': 0.001, 'e': 0.18767674626469114}",25,15,-5.204244400440624,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1383,False,"{'a': 0.001, 'e': 0.18669442174195539}",25,17,-25.617519403569627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1384,False,"{'a': 0.001, 'e': 0.1857119105248132}",25,15,17.8646885563327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.001, 'e': 0.1847292135957762}",20,12,0.5433306333047012,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1386,False,"{'a': 0.001, 'e': 0.18374633193754078}",25,12,-29.146146097049122,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1387,False,"{'a': 0.001, 'e': 0.18276326653298897}",20,15,4.564750611551685,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.001, 'e': 0.18178001836518562}",20,0,12.86305843459291,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1389,False,"{'a': 0.001, 'e': 0.18079658841737928}",20,0,-9.970039283360798,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1390,False,"{'a': 0.001, 'e': 0.17981297767299936}",25,17,-27.328300401007503,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1391,False,"{'a': 0.001, 'e': 0.17882918711565696}",20,9,21.153022416960688,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.001, 'e': 0.17784521772914216}",30,10,27.179972371109738,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.001, 'e': 0.17686107049742464}",25,9,31.02496220100887,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.001, 'e': 0.17587674640465117}",25,10,25.05683697324497,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.001, 'e': 0.17489224643514614}",20,5,10.637199513029044,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1396,False,"{'a': 0.001, 'e': 0.17390757157340905}",25,19,0.2121975196110264,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1397,False,"{'a': 0.001, 'e': 0.1729227228041151}",20,15,6.3705764256874176,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.001, 'e': 0.17193770111211254}",20,0,17.567506365774506,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1399,False,"{'a': 0.001, 'e': 0.17095250748242338}",20,15,-1.6047579554188762,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1400,False,"{'a': 0.001, 'e': 0.16996714290024081}",20,12,-7.432264022646673,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1401,False,"{'a': 0.001, 'e': 0.1689816083509297}",25,8,27.052019155708827,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.001, 'e': 0.1679959048200241}",25,16,16.323118748075338,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.001, 'e': 0.16701003329322792}",20,6,16.457539580126934,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.001, 'e': 0.1660239947564121}",20,12,15.204855189356842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.001, 'e': 0.16503779019561562}",20,14,11.543452953930691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.001, 'e': 0.16405142059704247}",20,8,20.225848292571946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.001, 'e': 0.16306488694706261}",20,8,-1.3131025084216117,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1408,False,"{'a': 0.001, 'e': 0.1620781902322094}",25,7,32.49622485544049,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.001, 'e': 0.16109133143917923}",20,8,21.573701125860495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.001, 'e': 0.16010431155483126}",25,13,-1.5357071838517162,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1411,False,"{'a': 0.001, 'e': 0.15911713156618487}",25,11,13.067926095175102,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1412,False,"{'a': 0.001, 'e': 0.1581297924604204}",20,12,18.444845610479504,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.001, 'e': 0.1571422952248764}",25,12,11.321534897519584,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1414,False,"{'a': 0.001, 'e': 0.15615464084705052}",20,6,7.503405855624865,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.001, 'e': 0.15516683031459658}",25,5,33.729175390220355,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.001, 'e': 0.15417886461532546}",20,9,-3.956642317767793,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.001, 'e': 0.15319074473720237}",25,14,6.808133902924528,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1418,False,"{'a': 0.001, 'e': 0.15220247166834752}",20,10,16.303339109441374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.001, 'e': 0.15121404639703348}",35,24,8.853531890788275,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1420,False,"{'a': 0.001, 'e': 0.15022546991168584}",25,3,3.6026781040153075,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1421,False,"{'a': 0.001, 'e': 0.1492367432008806}",25,15,18.472199748017196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.001, 'e': 0.14824786725334482}",25,8,-23.16676912799884,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1423,False,"{'a': 0.001, 'e': 0.14725884305795392}",20,2,35.18518887317213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.001, 'e': 0.14626967160373244}",20,0,-36.934974448368315,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
1425,False,"{'a': 0.001, 'e': 0.14528035387985133}",25,2,19.707996090425475,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1426,False,"{'a': 0.001, 'e': 0.14429089087562869}",25,17,15.223548603016903,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.001, 'e': 0.14330128358052693}",20,14,14.946113354739587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.001, 'e': 0.1423115329841538}",20,13,1.3785445710133315,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.001, 'e': 0.1413216400762593}",20,12,-8.211874564063208,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1430,False,"{'a': 0.001, 'e': 0.14033160584673673}",20,15,-2.948897528741856,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1431,False,"{'a': 0.001, 'e': 0.13934143128561977}",35,18,24.03611854077836,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.001, 'e': 0.13835111738308337}",20,6,15.43458441466181,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1433,False,"{'a': 0.001, 'e': 0.1373606651294409}",20,6,9.935557608752541,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.001, 'e': 0.13637007551514496}",20,10,19.847886776559783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.001, 'e': 0.13537934953078465}",30,12,18.860022539758816,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1436,False,"{'a': 0.001, 'e': 0.13438848816708632}",25,14,19.413873300905905,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.001, 'e': 0.1333974924149108}",20,2,16.99247733699433,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1438,False,"{'a': 0.001, 'e': 0.1324063632652542}",25,17,3.385696034005446,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1439,False,"{'a': 0.001, 'e': 0.13141510170924514}",30,23,13.419723618410146,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.001, 'e': 0.13042370873814554}",20,0,32.43867423489753,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1441,False,"{'a': 0.001, 'e': 0.12943218534334786}",30,18,21.70061257140178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.001, 'e': 0.12844053251637585}",20,14,11.758611242264154,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.001, 'e': 0.1274487512488818}",30,18,17.39497513060711,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.001, 'e': 0.12645684253264733}",20,16,6.73148610930884,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.001, 'e': 0.12546480735958065}",35,17,31.74304154496786,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.001, 'e': 0.12447264672171729}",25,12,23.459874404190213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.001, 'e': 0.12348036161121737}",20,6,10.66820557777016,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1448,False,"{'a': 0.001, 'e': 0.12248795302036633}",20,12,13.630928864557946,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.001, 'e': 0.12149542194157227}",30,17,27.193882071734375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.001, 'e': 0.12050276936736662}",20,15,10.313040098659794,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.001, 'e': 0.1195099962904014}",30,19,6.520187344179265,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1452,False,"{'a': 0.001, 'e': 0.11851710370345009}",20,11,9.812674071965278,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
