trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
431,False,"{'a': 0.001, 'e': 0.9085484244590974}",20,0,-155.08931199588716,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 3}",0
432,False,"{'a': 0.001, 'e': 0.9081301906949609}",30,5,-133.15399509616418,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",1
433,False,"{'a': 0.001, 'e': 0.9077110488007095}",30,0,-138.6792600335965,"{0: 19, 1: 4, 2: 2, 3: 4, 4: 1}",0
434,False,"{'a': 0.001, 'e': 0.9072909991954848}",20,1,-59.14872090494493,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 1}",1
435,False,"{'a': 0.001, 'e': 0.9068700422993367}",20,0,-30.41128039547175,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
436,False,"{'a': 0.001, 'e': 0.9064481785332217}",25,0,-86.46850208517097,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
437,False,"{'a': 0.001, 'e': 0.9060254083190037}",20,0,-85.56834686448491,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
438,False,"{'a': 0.001, 'e': 0.9056017320794529}",20,0,-144.05608723290197,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
439,False,"{'a': 0.001, 'e': 0.9051771502382456}",20,0,-70.43219864471823,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
440,False,"{'a': 0.001, 'e': 0.9047516632199634}",20,0,-104.09716138220787,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
441,False,"{'a': 0.001, 'e': 0.9043252714500934}",25,0,-265.7610817895112,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 5}",0
442,False,"{'a': 0.001, 'e': 0.9038979753550274}",20,1,-43.985176835091146,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
443,False,"{'a': 0.001, 'e': 0.9034697753620612}",25,0,-45.41730526748388,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
444,False,"{'a': 0.001, 'e': 0.903040671899395}",25,0,-177.0404273209285,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
445,False,"{'a': 0.001, 'e': 0.9026106653961321}",20,0,-142.4885295105452,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
446,False,"{'a': 0.001, 'e': 0.9021797562822791}",20,4,-139.8294349373075,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 2}",1
447,False,"{'a': 0.001, 'e': 0.901747944988745}",25,3,-114.94616619295877,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 2}",1
448,False,"{'a': 0.001, 'e': 0.9013152319473411}",20,0,-115.29094653275335,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
449,False,"{'a': 0.001, 'e': 0.9008816175907802}",35,0,-169.07218014346486,"{0: 20, 1: 5, 2: 7, 3: 1, 4: 2}",0
450,False,"{'a': 0.001, 'e': 0.9004471023526769}",20,0,-92.48534886598866,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
451,False,"{'a': 0.001, 'e': 0.9000116866675463}",25,0,-150.6438235360999,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
452,False,"{'a': 0.001, 'e': 0.899575370970804}",20,0,-86.98000834562262,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
453,False,"{'a': 0.001, 'e': 0.8991381556987657}",25,0,-93.16980654102821,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
454,False,"{'a': 0.001, 'e': 0.8987000412886466}",25,0,-196.6234483522125,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
455,False,"{'a': 0.001, 'e': 0.8982610281785611}",20,0,-81.40195397671529,"{0: 13, 1: 4, 2: 0, 3: 2, 4: 1}",0
456,False,"{'a': 0.001, 'e': 0.8978211168075223}",25,0,-169.5995824613211,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
457,False,"{'a': 0.001, 'e': 0.8973803076154415}",25,0,-149.301234730964,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
458,False,"{'a': 0.001, 'e': 0.896938601043128}",20,0,-24.993201236286737,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
459,False,"{'a': 0.001, 'e': 0.896495997532288}",25,0,-134.65930415024224,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
460,False,"{'a': 0.001, 'e': 0.8960524975255252}",25,0,-37.74842164395787,"{0: 20, 1: 2, 2: 1, 3: 2, 4: 0}",0
461,False,"{'a': 0.001, 'e': 0.8956081014663396}",20,0,-171.58674275313462,"{0: 11, 1: 1, 2: 3, 3: 3, 4: 2}",0
462,False,"{'a': 0.001, 'e': 0.8951628097991272}",25,0,-208.57221678979946,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
463,False,"{'a': 0.001, 'e': 0.8947166229691795}",25,15,-18.97431480427377,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.001, 'e': 0.8942695414226836}",35,0,-190.49122749972304,"{0: 20, 1: 1, 2: 11, 3: 1, 4: 2}",0
465,False,"{'a': 0.001, 'e': 0.8938215656067205}",20,0,-108.3433243847711,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
466,False,"{'a': 0.001, 'e': 0.8933726959692665}",20,0,-90.19553444487958,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
467,False,"{'a': 0.001, 'e': 0.8929229329591909}",30,0,-133.500286653286,"{0: 18, 1: 3, 2: 6, 3: 2, 4: 1}",0
468,False,"{'a': 0.001, 'e': 0.8924722770262568}",35,0,-165.09282273125288,"{0: 20, 1: 7, 2: 5, 3: 1, 4: 2}",0
469,False,"{'a': 0.001, 'e': 0.89202072862112}",30,3,-35.383817271879764,"{0: 22, 1: 1, 2: 2, 3: 2, 4: 0}",1
470,False,"{'a': 0.001, 'e': 0.891568288195329}",20,0,-32.04788792783865,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
471,False,"{'a': 0.001, 'e': 0.891114956201324}",35,0,-245.65769969376876,"{0: 20, 1: 6, 2: 4, 3: 0, 4: 5}",0
472,False,"{'a': 0.001, 'e': 0.890660733092437}",25,0,-80.5061228541815,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
473,False,"{'a': 0.001, 'e': 0.8902056193228912}",25,0,-127.9498422761146,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
474,False,"{'a': 0.001, 'e': 0.8897496153478003}",20,0,-68.74030153638587,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
475,False,"{'a': 0.001, 'e': 0.8892927216231682}",30,0,-149.59026535167348,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
476,False,"{'a': 0.001, 'e': 0.8888349386058886}",25,0,-163.04873033079446,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
477,False,"{'a': 0.001, 'e': 0.8883762667537444}",20,11,15.022738210803501,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.001, 'e': 0.8879167065254074}",30,15,-92.39882528957976,"{0: 6, 1: 1, 2: 6, 3: 2, 4: 0}",1
479,False,"{'a': 0.001, 'e': 0.8874562583804381}",30,0,-191.47707750428887,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
480,False,"{'a': 0.001, 'e': 0.8869949227792842}",20,0,-67.34371893398557,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
481,False,"{'a': 0.001, 'e': 0.8865327001832815}",25,0,-150.0970396538516,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
482,False,"{'a': 0.001, 'e': 0.8860695910546524}",20,0,-107.65843021310477,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
483,False,"{'a': 0.001, 'e': 0.8856055958565062}",30,0,-236.51127676346232,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 4}",0
484,False,"{'a': 0.001, 'e': 0.8851407150528379}",25,0,-135.36429893267672,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
485,False,"{'a': 0.001, 'e': 0.8846749491085283}",20,0,-74.45597764375921,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
486,False,"{'a': 0.001, 'e': 0.8842082984893433}",25,0,-92.9729530180745,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",1
487,False,"{'a': 0.001, 'e': 0.8837407636619335}",20,0,-181.08172245223616,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
488,False,"{'a': 0.001, 'e': 0.8832723450938338}",25,0,-173.84654596483776,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
489,False,"{'a': 0.001, 'e': 0.8828030432534625}",20,0,-97.40523794918347,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
490,False,"{'a': 0.001, 'e': 0.8823328586101215}",20,0,-133.40754347803414,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
491,False,"{'a': 0.001, 'e': 0.8818617916339955}",30,0,-73.5300276261722,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
492,False,"{'a': 0.001, 'e': 0.8813898427961513}",20,0,-127.58302550030585,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
493,False,"{'a': 0.001, 'e': 0.8809170125685377}",20,0,-156.15674568530795,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
494,False,"{'a': 0.001, 'e': 0.880443301423985}",20,0,-97.45216386745594,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
495,False,"{'a': 0.001, 'e': 0.8799687098362042}",20,0,-51.00155293701258,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
496,False,"{'a': 0.001, 'e': 0.879493238279787}",35,0,-226.45660435658988,"{0: 20, 1: 0, 2: 11, 3: 1, 4: 3}",0
497,False,"{'a': 0.001, 'e': 0.8790168872302047}",20,8,-71.24688659217969,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
498,False,"{'a': 0.001, 'e': 0.8785396571638084}",20,0,-90.47520997245488,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
499,False,"{'a': 0.001, 'e': 0.8780615485578283}",20,6,-26.87292825025101,"{0: 9, 1: 3, 2: 1, 3: 1, 4: 0}",1
500,False,"{'a': 0.001, 'e': 0.8775825618903728}",25,0,-25.238508223227175,"{0: 19, 1: 4, 2: 1, 3: 1, 4: 0}",0
501,False,"{'a': 0.001, 'e': 0.8771026976404284}",30,0,-228.37031053177688,"{0: 15, 1: 3, 2: 7, 3: 2, 4: 3}",0
502,False,"{'a': 0.001, 'e': 0.8766219562878595}",20,0,-37.64308213596307,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
503,False,"{'a': 0.001, 'e': 0.8761403383134074}",35,0,-110.0148551833265,"{0: 23, 1: 3, 2: 6, 3: 3, 4: 0}",0
504,False,"{'a': 0.001, 'e': 0.87565784419869}",20,9,-101.93134484860431,"{0: 6, 1: 0, 2: 1, 3: 3, 4: 1}",1
505,False,"{'a': 0.001, 'e': 0.8751744744262013}",25,0,-55.875381250625736,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
506,False,"{'a': 0.001, 'e': 0.8746902294793112}",25,0,-53.72302146623379,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
507,False,"{'a': 0.001, 'e': 0.8742051098422644}",25,0,-141.40379546099928,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 2}",0
508,False,"{'a': 0.001, 'e': 0.8737191160001807}",20,0,-132.80247973709643,"{0: 8, 1: 4, 2: 6, 3: 1, 4: 1}",0
509,False,"{'a': 0.001, 'e': 0.8732322484390539}",20,0,-47.9707755125934,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
510,False,"{'a': 0.001, 'e': 0.8727445076457513}",30,0,-169.26692493008167,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
511,False,"{'a': 0.001, 'e': 0.8722558941080137}",20,0,-121.5243001608583,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
512,False,"{'a': 0.001, 'e': 0.8717664083144548}",25,3,-116.62335117103096,"{0: 10, 1: 4, 2: 5, 3: 3, 4: 0}",1
513,False,"{'a': 0.001, 'e': 0.8712760507545603}",25,0,-67.22838050942643,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
514,False,"{'a': 0.001, 'e': 0.8707848219186876}",20,0,-152.23265628469815,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
515,False,"{'a': 0.001, 'e': 0.8702927222980654}",20,0,-171.82699679313706,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
516,False,"{'a': 0.001, 'e': 0.8697997523847936}",20,0,-64.85333058258529,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
517,False,"{'a': 0.001, 'e': 0.8693059126718419}",25,3,-60.15241774700821,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
518,False,"{'a': 0.001, 'e': 0.8688112036530499}",25,0,-108.38770811200857,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
519,False,"{'a': 0.001, 'e': 0.8683156258231266}",20,0,-119.6318935654921,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
520,False,"{'a': 0.001, 'e': 0.8678191796776499}",25,0,-152.19148540093153,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
521,False,"{'a': 0.001, 'e': 0.8673218657130658}",20,12,-33.11284870668859,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.001, 'e': 0.8668236844266883}",30,0,-48.53999726120077,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 1}",0
523,False,"{'a': 0.001, 'e': 0.8663246363166986}",25,0,-107.6121075150851,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
524,False,"{'a': 0.001, 'e': 0.8658247218821448}",25,0,-89.44773099315908,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
525,False,"{'a': 0.001, 'e': 0.8653239416229412}",20,0,-108.81896287777934,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
526,False,"{'a': 0.001, 'e': 0.8648222960398683}",25,0,-223.1952857970264,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
527,False,"{'a': 0.001, 'e': 0.8643197856345712}",30,3,-148.3535342317518,"{0: 14, 1: 2, 2: 8, 3: 2, 4: 1}",1
528,False,"{'a': 0.001, 'e': 0.8638164109095605}",25,0,-73.89092545321301,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
529,False,"{'a': 0.001, 'e': 0.863312172368211}",20,0,-7.271825449180171,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
530,False,"{'a': 0.001, 'e': 0.862807070514761}",30,11,-52.6412223601194,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 0}",1
531,False,"{'a': 0.001, 'e': 0.8623011058543124}",20,1,-22.290548468505044,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
532,False,"{'a': 0.001, 'e': 0.8617942788928298}",30,0,-98.5472119629562,"{0: 18, 1: 6, 2: 5, 3: 0, 4: 1}",0
533,False,"{'a': 0.001, 'e': 0.8612865901371402}",20,0,-52.89650455872329,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
534,False,"{'a': 0.001, 'e': 0.8607780400949321}",30,0,-151.3665511959888,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
535,False,"{'a': 0.001, 'e': 0.8602686292747557}",20,2,-138.23951019401161,"{0: 9, 1: 0, 2: 7, 3: 0, 4: 2}",1
536,False,"{'a': 0.001, 'e': 0.8597583581860216}",25,13,-50.1230451955502,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
537,False,"{'a': 0.001, 'e': 0.8592472273390012}",30,4,-159.36193988541976,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 4}",1
538,False,"{'a': 0.001, 'e': 0.8587352372448249}",30,20,-34.44165076856421,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
539,False,"{'a': 0.001, 'e': 0.8582223884154829}",30,0,-69.5847777946097,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
540,False,"{'a': 0.001, 'e': 0.8577086813638242}",20,0,-28.28976057549697,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
541,False,"{'a': 0.001, 'e': 0.8571941166035554}",30,0,-209.35259532496806,"{0: 15, 1: 2, 2: 6, 3: 6, 4: 1}",1
542,False,"{'a': 0.001, 'e': 0.8566786946492415}",25,0,-125.9236604082937,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
543,False,"{'a': 0.001, 'e': 0.8561624160163044}",25,0,-72.40050392530685,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
544,False,"{'a': 0.001, 'e': 0.8556452812210225}",35,0,-98.07117650137783,"{0: 25, 1: 2, 2: 6, 3: 1, 4: 1}",0
545,False,"{'a': 0.001, 'e': 0.8551272907805307}",25,2,-178.32028689759554,"{0: 11, 1: 1, 2: 7, 3: 2, 4: 2}",1
546,False,"{'a': 0.001, 'e': 0.8546084452128195}",20,0,-134.1807521356017,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
547,False,"{'a': 0.001, 'e': 0.8540887450367343}",25,0,-64.43171639640138,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
548,False,"{'a': 0.001, 'e': 0.8535681907719751}",30,0,-153.5190764387657,"{0: 17, 1: 1, 2: 9, 3: 2, 4: 1}",0
549,False,"{'a': 0.001, 'e': 0.8530467829390963}",20,0,-49.86290799406058,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
550,False,"{'a': 0.001, 'e': 0.8525245220595057}",20,0,-132.37299492154256,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
551,False,"{'a': 0.001, 'e': 0.852001408655464}",20,0,-139.66782600451145,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
552,False,"{'a': 0.001, 'e': 0.8514774432500848}",30,1,-76.89166627304837,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 1}",1
553,False,"{'a': 0.001, 'e': 0.8509526263673333}",25,0,-81.52535178069746,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
554,False,"{'a': 0.001, 'e': 0.8504269585320262}",30,0,-135.15016374257667,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
555,False,"{'a': 0.001, 'e': 0.8499004402698315}",25,0,-131.81921955782943,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
556,False,"{'a': 0.001, 'e': 0.8493730721072673}",30,0,-124.5554384958774,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
557,False,"{'a': 0.001, 'e': 0.8488448545717019}",30,0,-102.6224103187249,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
558,False,"{'a': 0.001, 'e': 0.8483157881913526}",20,0,-60.35433298086497,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
559,False,"{'a': 0.001, 'e': 0.8477858734952858}",30,0,-140.16204101801642,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
560,False,"{'a': 0.001, 'e': 0.8472551110134161}",25,0,-209.03546890275138,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
561,False,"{'a': 0.001, 'e': 0.846723501276506}",35,21,-34.160654158584194,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
562,False,"{'a': 0.001, 'e': 0.8461910448161652}",30,0,-182.55440182150474,"{0: 16, 1: 5, 2: 6, 3: 0, 4: 3}",0
563,False,"{'a': 0.001, 'e': 0.8456577421648502}",25,0,-102.12097328510906,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
564,False,"{'a': 0.001, 'e': 0.8451235938558634}",20,4,-66.99612633331881,"{0: 10, 1: 3, 2: 1, 3: 1, 4: 1}",1
565,False,"{'a': 0.001, 'e': 0.8445886004233532}",25,0,-163.71838235141587,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
566,False,"{'a': 0.001, 'e': 0.844052762402313}",30,0,-31.59419097840087,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",0
567,False,"{'a': 0.001, 'e': 0.8435160803285807}",20,0,-103.6293338920704,"{0: 8, 1: 4, 2: 7, 3: 1, 4: 0}",0
568,False,"{'a': 0.001, 'e': 0.8429785547388383}",25,0,-66.14126683798462,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
569,False,"{'a': 0.001, 'e': 0.8424401861706114}",20,8,-219.27193749427204,"{0: 4, 1: 1, 2: 0, 3: 3, 4: 4}",1
570,False,"{'a': 0.001, 'e': 0.8419009751622687}",25,0,-58.08435347811397,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
571,False,"{'a': 0.001, 'e': 0.841360922253021}",35,0,-145.6249802922008,"{0: 21, 1: 1, 2: 12, 3: 0, 4: 1}",0
572,False,"{'a': 0.001, 'e': 0.840820027982921}",25,0,-40.10028102492356,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
573,False,"{'a': 0.001, 'e': 0.8402782928928632}",20,0,-79.83709430119484,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
574,False,"{'a': 0.001, 'e': 0.8397357175245824}",30,0,-98.86636943378888,"{0: 22, 1: 3, 2: 1, 3: 3, 4: 1}",0
575,False,"{'a': 0.001, 'e': 0.8391923024206541}",30,0,-55.815890514815365,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 0}",0
576,False,"{'a': 0.001, 'e': 0.8386480481244933}",25,0,-202.95761056510867,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 5}",0
577,False,"{'a': 0.001, 'e': 0.8381029551803544}",20,0,-62.549208881936934,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
578,False,"{'a': 0.001, 'e': 0.8375570241333301}",30,0,-11.568380777228336,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
579,False,"{'a': 0.001, 'e': 0.8370102555293514}",25,0,-146.89889771016615,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
580,False,"{'a': 0.001, 'e': 0.8364626499151869}",35,0,-90.47362465235534,"{0: 23, 1: 3, 2: 8, 3: 1, 4: 0}",0
581,False,"{'a': 0.001, 'e': 0.8359142078384423}",25,0,-51.180967179175404,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
582,False,"{'a': 0.001, 'e': 0.8353649298475595}",20,7,-113.3854218578168,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 2}",1
583,False,"{'a': 0.001, 'e': 0.8348148164918164}",25,12,-84.50848487506471,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 1}",1
584,False,"{'a': 0.001, 'e': 0.8342638683213264}",20,0,-139.02168230194704,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
585,False,"{'a': 0.001, 'e': 0.8337120858870376}",25,0,-136.6427950904575,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
586,False,"{'a': 0.001, 'e': 0.8331594697407324}",30,11,-75.75970341011984,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
587,False,"{'a': 0.001, 'e': 0.8326060204350269}",25,0,-143.84764042014916,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
588,False,"{'a': 0.001, 'e': 0.8320517385233703}",20,0,-196.04579219450574,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",0
589,False,"{'a': 0.001, 'e': 0.8314966245600446}",35,0,-98.99684022819208,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
590,False,"{'a': 0.001, 'e': 0.8309406791001636}",25,0,-80.93973952183582,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
591,False,"{'a': 0.001, 'e': 0.8303839026996727}",25,13,-39.28923713518859,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
592,False,"{'a': 0.001, 'e': 0.8298262959153483}",20,0,-32.49154096585889,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
593,False,"{'a': 0.001, 'e': 0.8292678593047971}",30,19,-1.388735156030069,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.001, 'e': 0.8287085934264558}",30,0,-77.95973877709844,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
595,False,"{'a': 0.001, 'e': 0.8281484988395901}",20,0,-16.51301845638488,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
596,False,"{'a': 0.001, 'e': 0.8275875761042946}",25,0,-109.11160820245647,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
597,False,"{'a': 0.001, 'e': 0.8270258257814919}",20,0,-42.53556245364309,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
598,False,"{'a': 0.001, 'e': 0.8264632484329323}",25,8,-61.032438258786144,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 0}",1
599,False,"{'a': 0.001, 'e': 0.8258998446211931}",35,6,-153.5301478646764,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 2}",1
600,False,"{'a': 0.001, 'e': 0.8253356149096783}",30,0,-185.16140347351822,"{0: 19, 1: 3, 2: 3, 3: 2, 4: 3}",0
601,False,"{'a': 0.001, 'e': 0.8247705598626173}",30,0,-78.17307971060492,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",0
602,False,"{'a': 0.001, 'e': 0.8242046800450651}",25,0,-50.47065441917417,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
603,False,"{'a': 0.001, 'e': 0.8236379760229016}",20,12,-21.475435067938736,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
604,False,"{'a': 0.001, 'e': 0.8230704483628307}",25,0,-56.03874414720194,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
605,False,"{'a': 0.001, 'e': 0.82250209763238}",20,0,-125.14358755125757,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
606,False,"{'a': 0.001, 'e': 0.8219329243999002}",20,0,-75.99104474135517,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
607,False,"{'a': 0.001, 'e': 0.8213629292345646}",20,0,-8.523074274308659,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
608,False,"{'a': 0.001, 'e': 0.8207921127063681}",20,6,-61.12410320311943,"{0: 7, 1: 1, 2: 5, 3: 1, 4: 0}",1
609,False,"{'a': 0.001, 'e': 0.8202204753861273}",20,0,-76.63436783690804,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
610,False,"{'a': 0.001, 'e': 0.8196480178454795}",20,0,-122.46023926938692,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
611,False,"{'a': 0.001, 'e': 0.8190747406568822}",25,0,-63.508285188837334,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
612,False,"{'a': 0.001, 'e': 0.8185006443936125}",20,9,-58.46097425738507,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
613,False,"{'a': 0.001, 'e': 0.8179257296297665}",25,0,-82.57050050698913,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
614,False,"{'a': 0.001, 'e': 0.8173499969402591}",25,0,-65.6431918406223,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
