trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
28,True,"{'a': 0.0, 'e': 0.0}",35,13,37.732002119782116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",30,16,24.527387482458195,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",25,7,31.663504502610035,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,1,29.08620529835311,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",20,13,13.010319496636656,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",20,7,20.853520654310095,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",30,18,22.554786246023518,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",25,2,35.59461757733705,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",20,13,14.641835183194823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,14,13.647809199629936,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,2,32.180542401763134,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",25,15,19.035394652972418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",25,1,34.470157444343016,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",20,16,8.397230478559191,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",20,14,8.480006547345027,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",20,0,33.82259565294544,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,10,20.888769997738628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",25,8,29.01210016778387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",20,3,24.156673080094407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",20,4,26.261099219605338,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",20,1,28.01847347151304,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",25,3,36.87209383020695,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",20,12,16.996835202473314,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",35,25,18.742301637172513,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",20,5,25.495930022354333,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",30,21,17.898154702523037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",20,9,19.51460364923732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",30,19,18.400489699595656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",25,7,26.5011034056679,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",20,9,20.959454906854265,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",20,11,14.215762757272062,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",20,15,8.841550868884786,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",25,20,6.811695344148118,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",30,7,41.32169180214816,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.0, 'e': 0.0}",25,14,23.180575743530706,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",20,16,9.037961059640079,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",25,20,8.2110353723737,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",20,0,32.02417030426702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
66,True,"{'a': 0.0, 'e': 0.0}",30,12,30.662798075612052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",20,10,19.367419377791084,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",30,0,44.37201789616429,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",30,6,32.084156800945905,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",25,16,13.629112862373475,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",30,16,26.805714234410985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",20,8,24.1110668590834,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",30,6,36.910246085244275,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",20,1,25.89941823744894,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",25,10,29.82737334551337,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",20,0,28.956633682290157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
77,True,"{'a': 0.0, 'e': 0.0}",30,19,18.77804176144387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",20,7,18.78090994220699,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.0, 'e': 0.0}",25,13,19.05254315506361,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",35,12,36.25935744535464,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",20,13,10.687883526386313,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",30,20,21.708560574376577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",30,20,19.94328554544272,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.0, 'e': 0.0}",25,8,32.3356307438359,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.0, 'e': 0.0}",35,25,21.123648589646837,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.0, 'e': 0.0}",25,15,17.15935851210647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",20,9,17.578881119689285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",25,15,17.325435566641644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.0, 'e': 0.0}",20,8,19.215531169217567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.0, 'e': 0.0}",25,19,11.222124770595082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.0, 'e': 0.0}",20,13,11.326139284698813,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.0, 'e': 0.0}",30,18,21.395914029713946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",25,13,23.4626600013689,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.0, 'e': 0.0}",20,8,20.583051055376096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.0, 'e': 0.0}",30,20,20.273887431775577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",25,16,14.004778803975977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.0, 'e': 0.0}",25,15,20.198468644131854,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.0, 'e': 0.0}",20,9,18.803820164752594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.0, 'e': 0.0}",20,15,8.996938547248815,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",20,6,25.84811671293265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,True,"{'a': 0.0, 'e': 0.0}",20,11,13.93466537469265,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,True,"{'a': 0.0, 'e': 0.0}",30,17,24.029349705925245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,True,"{'a': 0.0, 'e': 0.0}",20,0,29.802650458472577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
104,True,"{'a': 0.0, 'e': 0.0}",25,19,10.560592445410265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,True,"{'a': 0.0, 'e': 0.0}",25,11,22.00219335012213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,True,"{'a': 0.0, 'e': 0.0}",30,16,27.860631875163214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,True,"{'a': 0.0, 'e': 0.0}",20,12,15.197703824727832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,True,"{'a': 0.0, 'e': 0.0}",25,18,13.87227310625681,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,True,"{'a': 0.0, 'e': 0.0}",20,8,22.35152839208086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,True,"{'a': 0.0, 'e': 0.0}",20,8,23.725141472603852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,True,"{'a': 0.0, 'e': 0.0}",25,13,17.830252329787463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,True,"{'a': 0.0, 'e': 0.0}",20,11,17.773106847486012,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
113,True,"{'a': 0.0, 'e': 0.0}",30,21,16.07395119861351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,True,"{'a': 0.0, 'e': 0.0}",30,15,25.904226245703065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
115,True,"{'a': 0.0, 'e': 0.0}",20,7,21.171974679300643,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
116,True,"{'a': 0.0, 'e': 0.0}",30,18,18.95555552093227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,True,"{'a': 0.0, 'e': 0.0}",20,3,27.533031180189415,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,True,"{'a': 0.0, 'e': 0.0}",35,14,31.204894465049662,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,True,"{'a': 0.0, 'e': 0.0}",25,7,36.167700970070534,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
120,True,"{'a': 0.0, 'e': 0.0}",35,21,25.95593518979187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,True,"{'a': 0.0, 'e': 0.0}",25,9,31.31702631909284,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,True,"{'a': 0.0, 'e': 0.0}",20,13,11.368382474536457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,True,"{'a': 0.0, 'e': 0.0}",25,13,24.98245896827258,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,True,"{'a': 0.0, 'e': 0.0}",25,11,22.219854891864447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,True,"{'a': 0.0, 'e': 0.0}",25,0,33.46370907118895,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,True,"{'a': 0.0, 'e': 0.0}",25,19,11.144898938512616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,True,"{'a': 0.0, 'e': 0.0}",20,2,27.964277810022384,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,True,"{'a': 0.0, 'e': 0.0}",20,10,16.856311856398705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,True,"{'a': 0.0, 'e': 0.0}",30,11,29.878881030940786,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,True,"{'a': 0.0, 'e': 0.0}",20,13,9.986515063450902,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,True,"{'a': 0.0, 'e': 0.0}",30,19,22.525042025898365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,True,"{'a': 0.0, 'e': 0.0}",20,7,26.570908975335527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,True,"{'a': 0.0, 'e': 0.0}",30,12,36.29039445256133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,True,"{'a': 0.0, 'e': 0.0}",20,7,18.104403839193466,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,True,"{'a': 0.0, 'e': 0.0}",35,12,41.56785176177314,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,True,"{'a': 0.0, 'e': 0.0}",25,14,16.58627092275672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,True,"{'a': 0.0, 'e': 0.0}",30,16,26.12782069649083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,True,"{'a': 0.0, 'e': 0.0}",25,16,15.25338344717426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,True,"{'a': 0.0, 'e': 0.0}",20,10,16.450077516416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,True,"{'a': 0.0, 'e': 0.0}",20,4,25.27866720351695,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,True,"{'a': 0.0, 'e': 0.0}",20,11,17.664003217293356,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,True,"{'a': 0.0, 'e': 0.0}",20,9,19.80120213134169,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,True,"{'a': 0.0, 'e': 0.0}",25,17,18.532742762438822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,True,"{'a': 0.0, 'e': 0.0}",20,15,10.265225719499327,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,True,"{'a': 0.0, 'e': 0.0}",25,6,36.04556137790636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,True,"{'a': 0.0, 'e': 0.0}",25,13,22.06050417754203,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,True,"{'a': 0.0, 'e': 0.0}",25,15,16.50788666136159,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,True,"{'a': 0.0, 'e': 0.0}",20,5,24.572619960759397,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,True,"{'a': 0.0, 'e': 0.0}",25,13,16.77262302129453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,True,"{'a': 0.0, 'e': 0.0}",20,2,33.03330437591693,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
